"The dark pool icy still,",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"Too youthful, too wise,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Shed as leaves from a tree;,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Like a sea--the storm gone.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
The sky was like a waterdrop,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"In shadow of a thorn,",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Clear, tranquil, beautiful,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
I stood a dreamer in a dream,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Only the memory of one,",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Sweet fires to burn all doubt away;,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
To mask the sharpness of its thorn;,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Like an old battle, youth is wild",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
The piercing terror cannot see.,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
If with such simplicity,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Yet the woods are green and dim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
The dark dewdrop on her gold,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Yet it seems the silence yearns,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Love is quenched; dreams drown in sleep;,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Who is it calling by the darkened river,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"And the dark trees lean unmoving arms,",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Who is it wandering in the summer meadows,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
In the dark wanderings of the deep,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Dream not till dawn unseal their sleep;,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Or but the horror of a little noise,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
When his sweet wings weary and droop,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
When the unclean earth covers me;,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Yet should i sleep--and no more dream,",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"Sad would the last awakening seem,",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"My cold heart, with love once hot,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Sick, in an alien land, for home",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"Asleep, some devil in the mind",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Might truest thoughts with false enwind.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Better than when dust stood between.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"A beauty beyond earthly content,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
    a hope--half memory:,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Pale lamps to brighten evening;,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Through the dewy air to prowl,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Not a leaf stirs, but clouds on high",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Puffed by a breeze too light to move,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Fills earth with wonder and mystery.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Walking beneath the moonlight cold:,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
All from the light of the sweet moon,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
The starry night aflock with beams,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
All silent; all hearts still;,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I heard a little child beneath the stars,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"In his dark eyes lay a wild universe,",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"Wild forests, peaks, and crests;",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"Angels and fairies, giants, wolves and he",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Beneath a canopy of noonday smoke,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Who stares upon the daylight in despair,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
For very terror of the nothing there.,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"  flowers bloomed beyond, utterly sweet and fair;",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Till died the echo its own rage had made.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"As if it heard a rumour on the wind,",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Indeed, it seemed a hidden enemy",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"While twilight faded into darkness deep,",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
A soul still childish in a blackened hell.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Murder had painted there.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Like the fierce passion of that vacant place,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"But in the desolate valleys fell small rain,",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
To be a needle in a world of hay,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
I saw sweet poetry turn troubled eyes,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
In dens secluded from the open skies.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
In those grey deeps the azure of her own.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Louder than bees;,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Fly mocking echoes shrill along the skies,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
My heart faints in me for the distant sea.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
All things recall one heart-sick memory,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ever i peer into the restless gloom,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
The haunting secrets hidden in each sad face.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"Still, and blanched, and cold, and lone,",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
  to its old earthly home;,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
No cold wind moved the wintry tree;,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"  from face to face, serene and clear,",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Of this green and darkling spot,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Light fails; night falls; the wintry moon,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"Faintly swinging, sway and sweep,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
And she cried.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
When i lie where shades of darkness,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
When the wind sighs;,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"Memory fades, must the remembered",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Hand, foot, lip, to dust again,",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
What lovely things,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"  in its emerald shade,",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"The seed of the grass,",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"To write of earth's wonders,",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
All words forgotten--,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
For all the grief i have given with words,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"In the dust, and the heat, and the silence of birds,",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Where the lonely go.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Be a dark, cool water calling--calling",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
When the shadows are falling.,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
In the dark of the end.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"A crown of flower-like light in heaven,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
I listened; and my heart was dumb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
As i did walk in meadows green,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
That leapt and crept upon the ground.,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Green in light are the hills, and a calm wind flowing",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Wings in this mansion of life are coming and going,",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Voices of unseen loveliness carol and sing.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Coloured with buds of delight the boughs are swaying,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Beauty walks in the woods,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Flowers from wintry sleep,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Reawaken to love.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Come the calm, infinite night,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Time, like a falling dew,",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Life, like the scene of a dream,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Voices of sea-maids singing,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
In a dead calm.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
Faded away.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Far are those tranquil hills,",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
And each world's night in vain,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Those vivid hills again.,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Now the flame of life burns low,",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"Yet the spirit, dark, alone,",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"Clear eyes do dim at last,",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
And cheeks outlive their rose.,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Its salt tears shed away,",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Know that my heart forgives--,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"It loves not, nor grieves.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Never, no never, listen too long,",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Roses are sweet to smell and see,",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
And lilies on the stem;,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"The little moon that april brings,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"More lovely shade than light,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Close to the world of my poor heart,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"You sleep too well--too far away,",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
For sorrowing word to soothe or wound;,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Your very quiet seems to say,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
How longed-for a peace you have found.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
There's laughter in the wings;,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Dark is the outer air,",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Mutely we stare, and stare",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"And earth is old,",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
I hardly know the meaning of;,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Of rain and blood and spouting fire,",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"Who kill, and die--",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"On envy, hatred fed,",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Yet pity whispered, ""why?""",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"No trophy in my hands i bring,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
A living shape amid whispering shades,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
That from the darkness call;,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
In the night hours.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Without tears.,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Dreamless our gaze shall sleep,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
And buried deep my pride.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Shut are the day's clear flowers,",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Now have her birds left mute,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"And dark hair loosed, shall see",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Take the far stars for fruit,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"And, while the ghosts keep",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Have proved a dream the world's realities,",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"Turned each from other's darkness with a sigh,",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"Need heed no more of life, waste no more breath",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Of all things lovely the cold mortuary.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O strange devices that alone divide,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"The burning fire shakes in the night,",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
  the trees are lost in dream.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"A world where sin, and beauty, whisper of home.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"The haunted house you have chosen to share,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
    the thunder of an ebbing sea.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"When music sounds, out of the water rise",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Gone is the earth i know,",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
And all her lovely things even lovelier grow;,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Her flowers in vision flame, her forest trees,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Lift burdened branches, stilled with ecstasies.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Rapt in strange dreams burns each enchanted face,",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Ere to this haunt of brooding dust i came;,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"  and your eyes clear in flame of candle and hearth,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Toward the dark of this old window lift not up your smiling faces,",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
  where a shade stands forlorn from the cold of the earth.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
God knows i could not rest for one i still was thinking of;,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
  like a rose sheathed in beauty her spirit was to me;,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Why did you flutter in vain hope, poor bird,",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"Still is the night all dark, a homeless dark.",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
  burn yet the unanswering stars. and silence brings,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
The same sea's desolate surge--sans bound or mark--,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Those folded hands, they cannot set you free;",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Sorrow for where you are, for where you would be.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ghosts of the past will know,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"My weakest hour, and whisper to me,",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"Clothed in its mortal beauty i shall see,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"All blind, and blind.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
And coldly go.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"In the woods as i did walk,",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Flowers white as milk did gleam;,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Stars a trembling beauty shed;,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"I did with a stranger talk,",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Beyond all dreams to restore,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Sweet as the bird's on the air,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
When echo lurks by the waters to heed;,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Brake the flames of the stars.,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Vacancy is all i find;,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"No voice ever answers me,",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
And far and near the quiet fills,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Hush falls again.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Mute shadows creeping slow,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Mark how the hours go.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Flee into some forgotten night,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"There, out of all remembrance, make our home",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Tumble not, whisper not, smile not",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"This is my world, my garden, my home,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
And bear me out of the dark into light,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"Too blind, too blind, to see",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"And like a phantom through the glades,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Hunts out his heart and eyes.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"In her pale beauty trembling down,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"In starless darkness peace to win,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Softly on the evening hour,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
But beauty vanishes; beauty passes;,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Flower of a moment in the eternal hour,",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"From face to face, serene and clear,",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE